10117 10117 ROOT
capital Kaifeng appos
of capital prep
China of pobj
becomes becomes ROOT
the city det
largest city amod
city becomes attr
of city prep
the world det
world of pobj
taking becomes advcl
the lead det
lead taking dobj
from lead prep
Córdoba from pobj
in Córdoba prep
Al Andalus compound
Andalus in pobj
The largest det
largest completed nsubjpass
of largest prep
the Books det
Four Books nummod
Great Books compound
Books of pobj
of Books prep
Song of pobj
the encyclopedia det
Song encyclopedia compound
Dynasty Chinese compound
Chinese encyclopedia amod
encyclopedia largest appos
Prime Tortoise compound
Tortoise encyclopedia appos
of Tortoise prep
the Bureau det
Record Bureau compound
Bureau of pobj
which compiled nsubjpass
had compiled aux
been compiled auxpass
compiled largest relcl
since compiled prep
1005 since pobj
is completed auxpass
completed completed ROOT
in completed prep
1,000 volumes nummod
volumes in pobj
of volumes prep
9.4 million compound
million characters nummod
written characters amod
Chinese characters amod
characters of pobj
Lyfing appointed nsubjpass
is appointed auxpass
appointed appointed ROOT
Archbishop appointed oprd
of Archbishop prep
Canterbury of pobj
Beauvais changes nsubj
changes changes ROOT
from changes prep
a county det
county from pobj
to changes prep
a bishopric det
bishopric to pobj
approximate date amod
date bishopric appos
The Mosque det
Al Hakim compound
Hakim Mosque compound
Mosque completed nsubjpass
is completed auxpass
completed completed ROOT
in completed prep
Cairo in pobj
Abu Qasim compound
Al Qasim compound
Qasim Qasim ROOT
scholar Qasim appos
of scholar prep
medicine of pobj
Antipope XVI compound
John XVI compound
XVI XVI ROOT
1013 Tombecka nummod
Tombecka is nsubj
is is ROOT
an asteroid det
asteroid is attr
It discovered nsubjpass
was discovered auxpass
discovered discovered ROOT
by discovered agent
Benjamin Jekhowsky compound
Jekhowsky by pobj
on discovered prep
January on pobj
17 January nummod
1924 January nummod
Its designation poss
provisional designation amod
designation was nsubj
was was ROOT
1924 PQ nummod
PQ was attr
Tombecka campaigned nsubj
Brian Boru compound
Boru Tombecka appos
campaigned campaigned ROOT
against campaigned prep
the Vikings det
Vikings against pobj
of Vikings prep
Dublin of pobj
under campaigned prep
their Sihtric poss
King Sihtric compound
Sihtric under pobj
and Sihtric cc
North Leinster compound
Leinster Sihtric conj
led Sihtric acl
by led agent
Máel Murchada compound
Mórda Murchada compound
Mac Murchada compound
Murchada by pobj
following campaigned prep
attacks following pobj
by attacks prep
them by pobj
on attacks prep
Brian ally poss
's Brian case
ally on pobj
Máel Sechnaill compound
Sechnaill ally appos
mac Domnaill compound
Domnaill Sechnaill appos
10130 Ardre nummod
Ardre is nsubj
is is ROOT
a asteroid det
main asteroid amod
belt asteroid compound
asteroid is attr
with asteroid prep
an period det
orbital period amod
period with pobj
of period prep
1159.4195057 days nummod
days of pobj
3.17 years nummod
years days appos
The asteroid det
asteroid discovered nsubjpass
was discovered auxpass
discovered discovered ROOT
in discovered prep
March in pobj
19 March nummod
1993 March nummod
10131 Stånga nummod
Stånga Stånga ROOT
10131 Stånga nummod
Stånga is nsubj
is is ROOT
a asteroid det
main asteroid amod
belt asteroid compound
asteroid is attr
with asteroid prep
an period det
orbital period amod
period with pobj
of period prep
1275.9876596 days nummod
days of pobj
3.49 years nummod
years days appos
The asteroid det
asteroid discovered nsubjpass
was discovered auxpass
discovered discovered ROOT
on discovered prep
March on pobj
21 March nummod
1993 March nummod
The asteroid det
asteroid named nsubjpass
is named auxpass
named named ROOT
after named prep
Stånga after pobj
a town det
town Stånga appos
in town prep
Sweden in pobj
10132 10132 ROOT
Lummelunda is nsubj
is is ROOT
a asteroid det
main asteroid amod
belt asteroid compound
asteroid is attr
with asteroid prep
an period det
orbital period amod
period with pobj
of period prep
1206.1460782 days nummod
days of pobj
3.30 years nummod
years days appos
The asteroid det
asteroid discovered nsubjpass
was discovered auxpass
discovered discovered ROOT
on discovered prep
March on pobj
20 March nummod
1993 March nummod
10136 Gauguin nummod
Gauguin is nsubj
1993 OM3 nummod
OM3 Gauguin appos
is is ROOT
a Asteroid det
Main belt amod
belt Asteroid compound
Asteroid is attr
discovered Asteroid acl
on discovered prep
July on pobj
20 July nummod
1993 July nummod
by discovered agent
E. Elst compound
W. Elst compound
Elst by pobj
at Elst prep
the Observatory det
European Observatory compound
Southern Observatory compound
Observatory at pobj
It named nsubjpass
is named auxpass
named named ROOT
after named prep
Paul Gauguin compound
Gauguin after pobj
French artist amod
Post - dep
- Impressionist dep
Impressionist artist amod
artist Gauguin appos
10137 10137 ROOT
Thucydides is nsubj
1993 PV6 nummod
PV6 Thucydides appos
is is ROOT
a Asteroid det
Main belt amod
belt Asteroid compound
Asteroid is attr
discovered Asteroid acl
on discovered prep
August on pobj
15 August nummod
1993 August appos
by discovered agent
E. Elst compound
W. Elst compound
Elst by pobj
at Elst prep
Caussols at pobj
It named nsubjpass
is named auxpass
named named ROOT
after named prep
Thucydides after pobj
an historian det
ancient historian amod
Greek historian amod
historian Thucydides appos
10138 10138 ROOT
Ohtanihiroshi is nsubj
1993 SS1 nummod
SS1 Ohtanihiroshi appos
is is ROOT
a Asteroid det
Main belt amod
belt Asteroid compound
Asteroid is attr
discovered Asteroid acl
on discovered prep
September on pobj
16 September nummod
1993 September nummod
by discovered agent
K. Endate compound
Endate by pobj
and Endate cc
K. Watanabe compound
Watanabe Endate conj
at Watanabe prep
Kitami at pobj
10139 Ronsard nummod
Ronsard is nsubj
1993 ST4 nummod
ST4 Ronsard appos
is is ROOT
a Asteroid det
Main belt amod
belt Asteroid compound
Asteroid is attr
discovered Asteroid acl
on discovered prep
September on pobj
19 September nummod
1993 September nummod
by discovered agent
E. Elst compound
W. Elst compound
Elst by pobj
at Elst prep
Caussols at pobj
February recognizes npadvmod
14 February nummod
Pope VIII compound
Benedict VIII compound
VIII recognizes nsubj
recognizes recognizes ROOT
and recognizes cc
crowns recognizes conj
Henry crowns dobj
of Henry prep
Bavaria of pobj
who ruled nsubj
has ruled aux
ruled Henry relcl
since ruled prep
1003 since pobj
as ruled prep
King as pobj
of King prep
Germany of pobj
April April ROOT
23 April nummod
Battle Battle ROOT
of Battle prep
Clontarf of pobj
Gaelic forces compound
Irish forces amod
forces defeat nsubj
under forces prep
Brian Boru compound
Boru under pobj
defeat defeat ROOT
several forces amod
allied forces amod
Viking forces compound
forces defeat dobj
in defeat prep
Ireland in pobj
ending defeat advcl
their power poss
power ending dobj
there ending advmod
but ending cc
losing ending conj
Brian losing dobj
in losing prep
the battle det
battle in pobj
July inflicts npadvmod
29 July nummod
Battle July appos
of Battle prep
Kleidion of pobj
Basil II compound
II inflicts nsubj
inflicts inflicts ROOT
not defeat preconj
only not advmod
a defeat det
decisive defeat amod
defeat inflicts dobj
on defeat prep
the army det
Bulgarian army amod
army on pobj
but inflicts cc
his treatment poss
subsequent treatment amod
savage treatment compound
treatment causes nsubj
of treatment prep
15,000 prisoners nummod
prisoners of pobj
reportedly causes advmod
causes inflicts conj
Tsar Samuil compound
Samuil die nsubj
of Samuil prep
Bulgaria of pobj
to die aux
die causes ccomp
of die prep
shock of pobj
and causes cc
earns causes conj
Basil II compound
II earns dative
the title det
title title ROOT
Voulgaroktonos title appos
Bulgar slayer compound
slayer title appos
Following Following ROOT
the death det
death Following pobj
of death prep
Sweyn I compound
I of pobj
Ethelred II compound
II returns compound
returns Following dobj
to returns prep
England to pobj
and returns cc
retakes returns conj
the crown det
English crown amod
crown retakes dobj
Canute Canute ROOT
the returns det
Great returns amod
returns Canute dobj
to Canute prep
Denmark to pobj
Holmgang declared nsubjpass
is declared auxpass
declared declared ROOT
illegal declared oprd
in declared prep
Norway in pobj
In circulates prep
Kashmir In pobj
Abhinavagupta Kashmir appos
the teacher det
teacher Kashmir appos
of teacher prep
the poet det
poet of pobj
Ksemendra poet appos
circulates circulates ROOT
his commentary poss
Greater commentary amod
commentary circulates dobj
on commentary prep
the Darshana det
Pratyabhijna Darshana compound
Darshana on pobj
Hammad Buluggin compound
ibn Buluggin compound
Buluggin recognises nsubj
recognises recognises ROOT
the Caliphate det
Abbasid Caliphate compound
Caliphate recognises dobj
beginning recognises advcl
the split det
split beginning dobj
of split prep
the Hammadids det
Hammadids of pobj
from split prep
the Zirids det
Zirids from pobj
The Symbol det
Nicene Constantinopolitan compound
Constantinopolitan Symbol compound
Symbol used nsubjpass
of Symbol prep
the Faith det
Faith of pobj
is used auxpass
used asks ccomp
for used prep
the time det
first time amod
time for pobj
during time prep
the Mass det
Roman Mass compound
Mass during pobj
after used prep
Henry II compound
II after pobj
the Emperor det
newly crowned advmod
crowned Emperor amod
Holy Emperor compound
Roman Emperor compound
Emperor used npadvmod
asks asks ROOT
the Pope det
Pope asks dobj
to add aux
add asks xcomp
it add dobj
together with advmod
with add prep
the clause det
filioque clause amod
clause with pobj
Prior used advmod
to Prior prep
this date det
date to pobj
the Creed det
Creed used nsubjpass
was used auxpass
not used neg
used used ROOT
at all advmod
all used advmod
during used prep
the liturgy det
liturgy during pobj
In preaches prep
England In pobj
Archbishop Wulfstan compound
Wulfstan preaches nsubj
preaches preaches ROOT
his Latin poss
Latin preaches dobj
homily preaches advmod
Wulf Address poss
's Wulf case
Address preaches dobj
to Address prep
the English det
English to pobj
Princess Constance compound
Constance Constance ROOT
of Constance prep
France of pobj
daughter Constance appos
of daughter prep
Robert II compound
II of pobj
the February det
Pious February amod
February Constance npadvmod
3 February nummod
Sweyn Sweyn ROOT
I Sweyn dobj
Haraldsson Forkbeard compound
Forkbeard I appos
king I appos
of king prep
Denmark of pobj
April I appos
23 April nummod
Brian Boru compound
Boru I appos
high king amod
king I appos
of king prep
Ireland of pobj
October Ireland appos
6 October nummod
Tsar Samuil compound
Samuil Sigurd nsubj
of Samuil prep
Bulgaria of pobj
Sigurd Sigurd ROOT
the Stout det
Stout Sigurd dobj
Viking earl compound
earl Sigurd conj
in earl prep
the Orkneys det
Orkneys in pobj
King Raja compound
Sri Raja compound
Raja Raja ROOT
Raja Chola compound
Chola Chola ROOT
I is nsubj
of I prep
the Empire det
Chola Empire compound
Empire of pobj
of Empire prep
southern India amod
India of pobj
and Empire cc
great builder amod
temple builder compound
builder Empire conj
of builder prep
the 1014 det
Chola 1014 compound
dynasty 1014 compound
1014 of pobj
Semphyra I appos
is is ROOT
an asteroid det
asteroid is attr
It discovered nsubjpass
was discovered auxpass
discovered discovered ROOT
by discovered agent
Karl Reinmuth compound
Wilhelm Reinmuth compound
Reinmuth by pobj
on discovered prep
January on pobj
29 January nummod
1924 January nummod
Its designation poss
provisional designation amod
designation was nsubj
was was ROOT
1924 PW nummod
PW was attr
It named nsubjpass
was named auxpass
named named ROOT
after named prep
a character det
character after pobj
in character prep
a poem det
poem in pobj
by poem prep
Aleksandr Pushkin compound
Sergeyevich Pushkin compound
Pushkin by pobj
Semphyra Semphyra ROOT
23 Battle nummod
April Battle compound
Battle Semphyra appos
of Battle prep
Clontarf of pobj
at defeated prep
which at pobj
the Vikings det
Vikings defeated nsubjpass
and Vikings cc
men Vikings conj
of men prep
North Leinster compound
Leinster of pobj
were defeated auxpass
defeated Battle relcl
by defeated agent
Brian Boru compound
Boru by pobj
who killed nsubjpass
was killed auxpass
killed Boru relcl
in killed prep
the battle det
battle in pobj
Death Death ROOT
of Death prep
Máel Mórda compound
Mórda mac compound
mac of pobj
Murchada Villon nmod
10140 Murchada nummod
Villon Villon ROOT
10140 10140 ROOT
Villon is nsubj
is is ROOT
a asteroid det
main asteroid amod
belt asteroid compound
asteroid is attr
with asteroid prep
an period det
orbital period amod
period with pobj
of period prep
1375.3864884 days nummod
days of pobj
3.77 years nummod
years days appos
The asteroid det
asteroid discovered nsubjpass
was discovered auxpass
discovered discovered ROOT
on discovered prep
September on pobj
19 September nummod
1993 September nummod
10141 10141 ROOT
Gotenba is nsubj
1993 VE nummod
VE Gotenba appos
is is ROOT
a Asteroid det
Main belt amod
belt Asteroid compound
Asteroid is attr
discovered Asteroid acl
on discovered prep
November on pobj
5 November nummod
1993 November nummod
by discovered agent
S. Otomo compound
Otomo by pobj
at discovered prep
Kiyosato at pobj
10142 Sakka nummod
Sakka is nsubj
1993 VG1 nummod
VG1 Sakka appos
is is ROOT
a Asteroid det
Main belt amod
belt Asteroid compound
Asteroid is attr
discovered Asteroid acl
on discovered prep
November on pobj
15 November nummod
1993 November appos
by discovered agent
A. Sugie compound
Sugie by pobj
at Sugie prep
Dynic Observatory compound
Astronomical Observatory compound
Observatory at pobj
10143 10143 ROOT
Kamogawa is nsubj
1994 AP1 nummod
AP1 Kamogawa appos
is is ROOT
a Asteroid det
Main belt amod
belt Asteroid compound
Asteroid is attr
discovered Asteroid acl
on discovered prep
January on pobj
8 January nummod
1994 January nummod
by discovered agent
A. Sugie compound
Sugie by pobj
at Sugie prep
Dynic Observatory compound
Astronomical Observatory compound
Observatory at pobj
10146 Mukaitadashi nummod
Mukaitadashi is nsubj
1994 CV1 nummod
CV1 Mukaitadashi appos
is is ROOT
a Asteroid det
Main belt amod
belt Asteroid compound
Asteroid is attr
discovered Asteroid acl
on discovered prep
February on pobj
8 February nummod
1994 February nummod
by discovered agent
K. Endate compound
Endate by pobj
and Endate cc
K. Watanabe compound
Watanabe Endate conj
at Watanabe prep
Kitami at pobj
10147 10147 ROOT
Mizugatsuka is nsubj
1994 CK2 nummod
CK2 Mizugatsuka appos
is is ROOT
a Asteroid det
Main belt amod
belt Asteroid compound
Asteroid is attr
discovered Asteroid acl
on discovered prep
February on pobj
13 February nummod
1994 February nummod
by discovered agent
T. Kobayashi compound
Kobayashi by pobj
at Kobayashi prep
Oizumi at pobj
10148 10148 ROOT
Shirase is nsubj
1994 GR9 nummod
GR9 Shirase appos
is is ROOT
a Asteroid det
Outer Asteroid amod
Main belt compound
belt Asteroid compound
Asteroid is attr
discovered Asteroid acl
on discovered prep
April on pobj
14 April nummod
1994 April nummod
by discovered agent
S. Otomo compound
Otomo by pobj
at discovered prep
Kiyosato at pobj
10149 Cavagna nummod
Cavagna is nsubj
1994 PA nummod
PA Cavagna appos
is is ROOT
a Asteroid det
Main belt amod
belt Asteroid compound
Asteroid is attr
discovered Asteroid acl
on discovered prep
August on pobj
3 August nummod
1994 August nummod
by discovered agent
M. Tombelli compound
Tombelli by pobj
and Tombelli cc
A. Boattini compound
Boattini Tombelli conj
at Tombelli prep
San Marcello compound
Marcello Observatory compound
Pistoiese Observatory compound
Observatory at pobj
Canute Canute ROOT
the invades det
Great invades amod
invades Canute dobj
England invades appos
Berserkers banned nsubjpass
are banned auxpass
banned banned ROOT
in banned prep
Norway in pobj
Olav Haraldsson compound
Haraldsson becomes nsubj
becomes becomes ROOT
king becomes attr
of king prep
Norway of pobj
Sviatopolk succeeds nsubj
succeeds succeeds ROOT
Vladimir succeeds dobj
as succeeds prep
prince as pobj
of prince prep
Kiev of pobj
The army det
Ghaznavid army compound
army invades nsubj
invades invades ROOT
Kashmir invades dobj
but invades cc
is defeated auxpass
defeated invades conj
1015 Christa nummod
Christa is nsubj
is is ROOT
an asteroid det
asteroid is attr
It discovered nsubjpass
was discovered auxpass
discovered discovered ROOT
by discovered agent
Karl Reinmuth compound
Wilhelm Reinmuth compound
Reinmuth by pobj
on discovered prep
January on pobj
31 January nummod
1924 January nummod
Its designation poss
provisional designation amod
designation was nsubj
was was ROOT
1924 QF nummod
QF was attr
Christa 10151 compound
10151 is nsubj
Rubens is nsubj
1994 PF22 nummod
PF22 Rubens appos
is is ROOT
a Asteroid det
Main belt amod
belt Asteroid compound
Asteroid is attr
discovered Asteroid acl
on discovered prep
August on pobj
12 August nummod
1994 August appos
by discovered agent
E. Elst compound
W. Elst compound
Elst by pobj
at Elst prep
the Observatory det
European Observatory compound
Southern Observatory compound
Observatory at pobj
10152 10152 ROOT
Ukichiro is nsubj
1994 RJ11 nummod
RJ11 Ukichiro appos
is is ROOT
a Asteroid det
Main belt amod
belt Asteroid compound
Asteroid is attr
discovered Asteroid acl
on discovered prep
September on pobj
11 September nummod
1994 September nummod
by discovered agent
S. Otomo compound
Otomo by pobj
at discovered prep
Kiyosato at pobj
Yamanashi Prefecture compound
Prefecture Kiyosato appos
See See ROOT
Ukichiro Nakaya compound
Nakaya See dobj
10153 10153 ROOT
Goldman is nsubj
1994 UB nummod
UB Goldman appos
is is ROOT
a Asteroid det
Main belt amod
belt Asteroid compound
Asteroid is attr
discovered Asteroid acl
on discovered prep
October on pobj
26 October nummod
1994 October nummod
by discovered agent
D. Cicco compound
di Cicco compound
Cicco by pobj
at Cicco prep
Sudbury at pobj
Massachusetts Sudbury appos
10154 is nsubj
Tanuki 10154 intj
1994 UH nummod
UH 10154 appos
is is ROOT
a Asteroid det
Main belt amod
belt Asteroid compound
Asteroid is attr
discovered Asteroid acl
on discovered prep
October on pobj
31 October nummod
1994 October nummod
by discovered agent
T. Kobayashi compound
Kobayashi by pobj
at Kobayashi prep
Oizumi at pobj
10155 10155 ROOT
Numaguti is nsubj
1994 VZ2 nummod
VZ2 Numaguti appos
is is ROOT
a Asteroid det
Main belt amod
belt Asteroid compound
Asteroid is attr
discovered Asteroid acl
on discovered prep
November on pobj
4 November nummod
1994 November nummod
by discovered agent
K. Endate compound
Endate by pobj
and Endate cc
K. Watanabe compound
Watanabe Endate conj
at Watanabe prep
Kitami at pobj
10157 10157 ROOT
Asagiri is nsubj
1994 WE1 nummod
WE1 Asagiri appos
is is ROOT
a Asteroid det
Main belt amod
belt Asteroid compound
Asteroid is attr
discovered Asteroid acl
on discovered prep
November on pobj
27 November nummod
1994 November nummod
by discovered agent
T. Kobayashi compound
Kobayashi by pobj
at Kobayashi prep
Oizumi at pobj
10158 Taroubou nummod
Taroubou is nsubj
1994 XK nummod
XK Taroubou appos
is is ROOT
a Asteroid det
Main belt amod
belt Asteroid compound
Asteroid is attr
discovered Asteroid acl
on discovered prep
December on pobj
3 December nummod
1994 December nummod
by discovered agent
T. Kobayashi compound
Kobayashi by pobj
at Kobayashi prep
Oizumi at pobj
10159 10159 ROOT
Tokara is nsubj
1994 XS4 nummod
XS4 Tokara appos
is is ROOT
a Asteroid det
Main belt amod
belt Asteroid compound
Asteroid is attr
discovered Asteroid acl
on discovered prep
December on pobj
